python trading_bot.py
2026-07-08 10:21:41,881 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:21:41,882 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:22:44,686 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:22:44,686 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:23:47,264 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:23:47,265 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:24:50,581 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:24:50,581 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:25:52,752 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:25:52,752 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:26:55,575 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:26:55,576 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:27:58,437 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:27:58,438 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:29:01,683 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:29:01,684 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:30:04,185 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:30:04,186 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:31:06,692 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:31:06,692 | WARNING | No data for TATAMOTORS — skipping
2026-07-08 10:32:09,338 | ERROR | $TATAMOTORS.NS: possibly delisted; no price data found  (period=1d) (Yahoo error = "No data found, symbol may be delisted")
2026-07-08 10:32:09,339 | WARNING | No data for TATAMOTORS — skipping
